Reading ;Start Time ;Duration ;Max Time ;Max ;;Average ;;Min Time ;Min;;Description ;Stop Time
162;22.5.2014 14:05:13;00:00:01;22.5.2014 14:05:13;0,000;VAC;0,000;VAC;22.5.2014 14:05:13;0,000;VAC;;22.5.2014 14:05:14
163;22.5.2014 14:05:14;00:00:01;22.5.2014 14:05:14;0,000;VAC;0,000;VAC;22.5.2014 14:05:14;0,000;VAC;;22.5.2014 14:05:15
164;22.5.2014 14:05:15;00:00:01;22.5.2014 14:05:15;0,000;VAC;0,000;VAC;22.5.2014 14:05:15;0,000;VAC;;22.5.2014 14:05:16
165;22.5.2014 14:05:16;00:00:01;22.5.2014 14:05:16;0,000;VAC;0,000;VAC;22.5.2014 14:05:16;0,000;VAC;;22.5.2014 14:05:17
166;22.5.2014 14:05:17;00:00:01;22.5.2014 14:05:17;0,000;VAC;0,000;VAC;22.5.2014 14:05:17;0,000;VAC;;22.5.2014 14:05:18
167;22.5.2014 14:05:18;00:00:01;22.5.2014 14:05:18;0,000;VAC;0,000;VAC;22.5.2014 14:05:18;0,000;VAC;;22.5.2014 14:05:19
168;22.5.2014 14:05:19;00:00:01;22.5.2014 14:05:19;0,000;VAC;0,000;VAC;22.5.2014 14:05:19;0,000;VAC;;22.5.2014 14:05:20
169;22.5.2014 14:05:20;00:00:01;22.5.2014 14:05:20;0,000;VAC;0,000;VAC;22.5.2014 14:05:20;0,000;VAC;;22.5.2014 14:05:21
170;22.5.2014 14:05:21;00:00:01;22.5.2014 14:05:21;0,000;VAC;0,000;VAC;22.5.2014 14:05:21;0,000;VAC;;22.5.2014 14:05:22
171;22.5.2014 14:05:22;00:00:01;22.5.2014 14:05:22;0,000;VAC;0,000;VAC;22.5.2014 14:05:22;0,000;VAC;;22.5.2014 14:05:23
172;22.5.2014 14:05:23;00:00:01;22.5.2014 14:05:23;0,000;VAC;0,000;VAC;22.5.2014 14:05:23;0,000;VAC;;22.5.2014 14:05:24
173;22.5.2014 14:05:24;00:00:01;22.5.2014 14:05:24;0,000;VAC;0,000;VAC;22.5.2014 14:05:24;0,000;VAC;;22.5.2014 14:05:25
174;22.5.2014 14:05:25;00:00:01;22.5.2014 14:05:25;0,000;VAC;0,000;VAC;22.5.2014 14:05:25;0,000;VAC;;22.5.2014 14:05:26
175;22.5.2014 14:05:26;00:00:01;22.5.2014 14:05:26;0,000;VAC;0,000;VAC;22.5.2014 14:05:26;0,000;VAC;;22.5.2014 14:05:27
176;22.5.2014 14:05:27;00:00:01;22.5.2014 14:05:27;0,000;VAC;0,000;VAC;22.5.2014 14:05:27;0,000;VAC;;22.5.2014 14:05:28
177;22.5.2014 14:05:28;00:00:01;22.5.2014 14:05:28;0,000;VAC;0,000;VAC;22.5.2014 14:05:28;0,000;VAC;;22.5.2014 14:05:29
178;22.5.2014 14:05:29;00:00:01;22.5.2014 14:05:29;0,000;VAC;0,000;VAC;22.5.2014 14:05:29;0,000;VAC;;22.5.2014 14:05:30
179;22.5.2014 14:05:30;00:00:01;22.5.2014 14:05:30;0,000;VAC;0,000;VAC;22.5.2014 14:05:30;0,000;VAC;;22.5.2014 14:05:31
180;22.5.2014 14:05:31;00:00:01;22.5.2014 14:05:31;0,000;VAC;0,000;VAC;22.5.2014 14:05:31;0,000;VAC;;22.5.2014 14:05:32
181;22.5.2014 14:05:32;00:00:01;22.5.2014 14:05:32;0,000;VAC;0,000;VAC;22.5.2014 14:05:32;0,000;VAC;;22.5.2014 14:05:33
182;22.5.2014 14:05:33;00:00:01;22.5.2014 14:05:33;0,000;VAC;0,000;VAC;22.5.2014 14:05:33;0,000;VAC;;22.5.2014 14:05:34
183;22.5.2014 14:05:34;00:00:01;22.5.2014 14:05:34;0,000;VAC;0,000;VAC;22.5.2014 14:05:34;0,000;VAC;;22.5.2014 14:05:35
184;22.5.2014 14:05:35;00:00:01;22.5.2014 14:05:35;0,000;VAC;0,000;VAC;22.5.2014 14:05:35;0,000;VAC;;22.5.2014 14:05:36
185;22.5.2014 14:05:36;00:00:01;22.5.2014 14:05:36;0,000;VAC;0,000;VAC;22.5.2014 14:05:36;0,000;VAC;;22.5.2014 14:05:37
186;22.5.2014 14:05:37;00:00:01;22.5.2014 14:05:37;0,000;VAC;0,000;VAC;22.5.2014 14:05:37;0,000;VAC;;22.5.2014 14:05:38
187;22.5.2014 14:05:38;00:00:01;22.5.2014 14:05:38;0,000;VAC;0,000;VAC;22.5.2014 14:05:38;0,000;VAC;;22.5.2014 14:05:39
188;22.5.2014 14:05:39;00:00:01;22.5.2014 14:05:39;0,000;VAC;0,000;VAC;22.5.2014 14:05:39;0,000;VAC;;22.5.2014 14:05:40
189;22.5.2014 14:05:40;00:00:01;22.5.2014 14:05:40;0,000;VAC;0,000;VAC;22.5.2014 14:05:40;0,000;VAC;;22.5.2014 14:05:41
190;22.5.2014 14:05:41;00:00:01;22.5.2014 14:05:41;0,000;VAC;0,000;VAC;22.5.2014 14:05:41;0,000;VAC;;22.5.2014 14:05:42
191;22.5.2014 14:05:42;00:00:01;22.5.2014 14:05:42;0,000;VAC;0,000;VAC;22.5.2014 14:05:42;0,000;VAC;;22.5.2014 14:05:43
192;22.5.2014 14:05:43;00:00:01;22.5.2014 14:05:43;0,000;VAC;0,000;VAC;22.5.2014 14:05:43;0,000;VAC;;22.5.2014 14:05:44
193;22.5.2014 14:05:44;00:00:01;22.5.2014 14:05:44;0,000;VAC;0,000;VAC;22.5.2014 14:05:44;0,000;VAC;;22.5.2014 14:05:45
194;22.5.2014 14:05:45;00:00:01;22.5.2014 14:05:45;0,000;VAC;0,000;VAC;22.5.2014 14:05:45;0,000;VAC;;22.5.2014 14:05:46
195;22.5.2014 14:05:46;00:00:01;22.5.2014 14:05:46;0,000;VAC;0,000;VAC;22.5.2014 14:05:46;0,000;VAC;;22.5.2014 14:05:47
196;22.5.2014 14:05:47;00:00:01;22.5.2014 14:05:47;0,000;VAC;0,000;VAC;22.5.2014 14:05:47;0,000;VAC;;22.5.2014 14:05:48
197;22.5.2014 14:05:48;00:00:01;22.5.2014 14:05:48;0,000;VAC;0,000;VAC;22.5.2014 14:05:48;0,000;VAC;;22.5.2014 14:05:49
198;22.5.2014 14:05:49;00:00:01;22.5.2014 14:05:49;0,000;VAC;0,000;VAC;22.5.2014 14:05:49;0,000;VAC;;22.5.2014 14:05:50
199;22.5.2014 14:05:50;00:00:01;22.5.2014 14:05:50;0,000;VAC;0,000;VAC;22.5.2014 14:05:50;0,000;VAC;;22.5.2014 14:05:51
200;22.5.2014 14:05:51;00:00:01;22.5.2014 14:05:51;0,000;VAC;0,000;VAC;22.5.2014 14:05:51;0,000;VAC;;22.5.2014 14:05:52
201;22.5.2014 14:05:52;00:00:01;22.5.2014 14:05:52;0,000;VAC;0,000;VAC;22.5.2014 14:05:52;0,000;VAC;;22.5.2014 14:05:53
202;22.5.2014 14:05:53;00:00:01;22.5.2014 14:05:53;0,000;VAC;0,000;VAC;22.5.2014 14:05:53;0,000;VAC;;22.5.2014 14:05:54
203;22.5.2014 14:05:54;00:00:01;22.5.2014 14:05:54;0,000;VAC;0,000;VAC;22.5.2014 14:05:54;0,000;VAC;;22.5.2014 14:05:55
204;22.5.2014 14:05:55;00:00:01;22.5.2014 14:05:55;0,000;VAC;0,000;VAC;22.5.2014 14:05:55;0,000;VAC;;22.5.2014 14:05:56
205;22.5.2014 14:05:56;00:00:01;22.5.2014 14:05:56;0,000;VAC;0,000;VAC;22.5.2014 14:05:56;0,000;VAC;;22.5.2014 14:05:57
206;22.5.2014 14:05:57;00:00:01;22.5.2014 14:05:57;0,000;VAC;0,000;VAC;22.5.2014 14:05:57;0,000;VAC;;22.5.2014 14:05:58
207;22.5.2014 14:05:58;00:00:01;22.5.2014 14:05:58;0,000;VAC;0,000;VAC;22.5.2014 14:05:58;0,000;VAC;;22.5.2014 14:05:59
208;22.5.2014 14:05:59;00:00:01;22.5.2014 14:05:59;0,000;VAC;0,000;VAC;22.5.2014 14:05:59;0,000;VAC;;22.5.2014 14:06:00
209;22.5.2014 14:06:00;00:00:01;22.5.2014 14:06:00;0,000;VAC;0,000;VAC;22.5.2014 14:06:00;0,000;VAC;;22.5.2014 14:06:01
210;22.5.2014 14:06:01;00:00:01;22.5.2014 14:06:01;0,000;VAC;0,000;VAC;22.5.2014 14:06:01;0,000;VAC;;22.5.2014 14:06:02
211;22.5.2014 14:06:02;00:00:01;22.5.2014 14:06:02;0,000;VAC;0,000;VAC;22.5.2014 14:06:02;0,000;VAC;;22.5.2014 14:06:03
212;22.5.2014 14:06:03;00:00:01;22.5.2014 14:06:03;0,000;VAC;0,000;VAC;22.5.2014 14:06:03;0,000;VAC;;22.5.2014 14:06:04
213;22.5.2014 14:06:04;00:00:01;22.5.2014 14:06:04;0,000;VAC;0,000;VAC;22.5.2014 14:06:04;0,000;VAC;;22.5.2014 14:06:05
214;22.5.2014 14:06:05;00:00:01;22.5.2014 14:06:05;0,000;VAC;0,000;VAC;22.5.2014 14:06:05;0,000;VAC;;22.5.2014 14:06:06
215;22.5.2014 14:06:06;00:00:01;22.5.2014 14:06:06;0,000;VAC;0,000;VAC;22.5.2014 14:06:06;0,000;VAC;;22.5.2014 14:06:07
216;22.5.2014 14:06:07;00:00:01;22.5.2014 14:06:07;0,000;VAC;0,000;VAC;22.5.2014 14:06:07;0,000;VAC;;22.5.2014 14:06:08
217;22.5.2014 14:06:08;00:00:01;22.5.2014 14:06:08;0,000;VAC;0,000;VAC;22.5.2014 14:06:08;0,000;VAC;;22.5.2014 14:06:09
218;22.5.2014 14:06:09;00:00:01;22.5.2014 14:06:09;0,000;VAC;0,000;VAC;22.5.2014 14:06:09;0,000;VAC;;22.5.2014 14:06:10
219;22.5.2014 14:06:10;00:00:01;22.5.2014 14:06:10;0,000;VAC;0,000;VAC;22.5.2014 14:06:10;0,000;VAC;;22.5.2014 14:06:11
220;22.5.2014 14:06:11;00:00:01;22.5.2014 14:06:11;0,000;VAC;0,000;VAC;22.5.2014 14:06:11;0,000;VAC;;22.5.2014 14:06:12
221;22.5.2014 14:06:12;00:00:01;22.5.2014 14:06:12;0,000;VAC;0,000;VAC;22.5.2014 14:06:12;0,000;VAC;;22.5.2014 14:06:13
222;22.5.2014 14:06:13;00:00:01;22.5.2014 14:06:13;0,000;VAC;0,000;VAC;22.5.2014 14:06:13;0,000;VAC;;22.5.2014 14:06:14
223;22.5.2014 14:06:14;00:00:01;22.5.2014 14:06:14;0,000;VAC;0,000;VAC;22.5.2014 14:06:14;0,000;VAC;;22.5.2014 14:06:15
224;22.5.2014 14:06:15;00:00:01;22.5.2014 14:06:15;0,000;VAC;0,000;VAC;22.5.2014 14:06:15;0,000;VAC;;22.5.2014 14:06:16
225;22.5.2014 14:06:16;00:00:01;22.5.2014 14:06:16;0,000;VAC;0,000;VAC;22.5.2014 14:06:16;0,000;VAC;;22.5.2014 14:06:17
226;22.5.2014 14:06:17;00:00:01;22.5.2014 14:06:17;0,000;VAC;0,000;VAC;22.5.2014 14:06:17;0,000;VAC;;22.5.2014 14:06:18
227;22.5.2014 14:06:18;00:00:01;22.5.2014 14:06:18;0,000;VAC;0,000;VAC;22.5.2014 14:06:18;0,000;VAC;;22.5.2014 14:06:19
228;22.5.2014 14:06:19;00:00:01;22.5.2014 14:06:19;0,000;VAC;0,000;VAC;22.5.2014 14:06:19;0,000;VAC;;22.5.2014 14:06:20
229;22.5.2014 14:06:20;00:00:01;22.5.2014 14:06:20;0,000;VAC;0,000;VAC;22.5.2014 14:06:20;0,000;VAC;;22.5.2014 14:06:21
230;22.5.2014 14:06:21;00:00:01;22.5.2014 14:06:21;0,000;VAC;0,000;VAC;22.5.2014 14:06:21;0,000;VAC;;22.5.2014 14:06:22
231;22.5.2014 14:06:22;00:00:01;22.5.2014 14:06:22;0,000;VAC;0,000;VAC;22.5.2014 14:06:22;0,000;VAC;;22.5.2014 14:06:23
232;22.5.2014 14:06:23;00:00:01;22.5.2014 14:06:23;0,000;VAC;0,000;VAC;22.5.2014 14:06:23;0,000;VAC;;22.5.2014 14:06:24
233;22.5.2014 14:06:24;00:00:01;22.5.2014 14:06:24;0,000;VAC;0,000;VAC;22.5.2014 14:06:24;0,000;VAC;;22.5.2014 14:06:25
234;22.5.2014 14:06:25;00:00:01;22.5.2014 14:06:25;0,000;VAC;0,000;VAC;22.5.2014 14:06:25;0,000;VAC;;22.5.2014 14:06:26
235;22.5.2014 14:06:26;00:00:01;22.5.2014 14:06:26;0,000;VAC;0,000;VAC;22.5.2014 14:06:26;0,000;VAC;;22.5.2014 14:06:27
236;22.5.2014 14:06:27;00:00:01;22.5.2014 14:06:27;0,000;VAC;0,000;VAC;22.5.2014 14:06:27;0,000;VAC;;22.5.2014 14:06:28
237;22.5.2014 14:06:28;00:00:01;22.5.2014 14:06:28;0,000;VAC;0,000;VAC;22.5.2014 14:06:28;0,000;VAC;;22.5.2014 14:06:29
238;22.5.2014 14:06:29;00:00:01;22.5.2014 14:06:29;0,000;VAC;0,000;VAC;22.5.2014 14:06:29;0,000;VAC;;22.5.2014 14:06:30
239;22.5.2014 14:06:30;00:00:01;22.5.2014 14:06:30;0,000;VAC;0,000;VAC;22.5.2014 14:06:30;0,000;VAC;;22.5.2014 14:06:31
240;22.5.2014 14:06:31;00:00:01;22.5.2014 14:06:31;0,000;VAC;0,000;VAC;22.5.2014 14:06:31;0,000;VAC;;22.5.2014 14:06:32
241;22.5.2014 14:06:32;00:00:01;22.5.2014 14:06:32;0,000;VAC;0,000;VAC;22.5.2014 14:06:32;0,000;VAC;;22.5.2014 14:06:33
242;22.5.2014 14:06:33;00:00:01;22.5.2014 14:06:33;0,000;VAC;0,000;VAC;22.5.2014 14:06:33;0,000;VAC;;22.5.2014 14:06:34
243;22.5.2014 14:06:34;00:00:01;22.5.2014 14:06:34;0,000;VAC;0,000;VAC;22.5.2014 14:06:34;0,000;VAC;;22.5.2014 14:06:35
244;22.5.2014 14:06:35;00:00:01;22.5.2014 14:06:35;0,000;VAC;0,000;VAC;22.5.2014 14:06:35;0,000;VAC;;22.5.2014 14:06:36
245;22.5.2014 14:06:36;00:00:01;22.5.2014 14:06:36;0,000;VAC;0,000;VAC;22.5.2014 14:06:36;0,000;VAC;;22.5.2014 14:06:37
246;22.5.2014 14:06:37;00:00:01;22.5.2014 14:06:37;0,000;VAC;0,000;VAC;22.5.2014 14:06:37;0,000;VAC;;22.5.2014 14:06:38
247;22.5.2014 14:06:38;00:00:01;22.5.2014 14:06:38;0,000;VAC;0,000;VAC;22.5.2014 14:06:38;0,000;VAC;;22.5.2014 14:06:39
248;22.5.2014 14:06:39;00:00:01;22.5.2014 14:06:39;0,000;VAC;0,000;VAC;22.5.2014 14:06:39;0,000;VAC;;22.5.2014 14:06:40
249;22.5.2014 14:06:40;00:00:01;22.5.2014 14:06:40;0,000;VAC;0,000;VAC;22.5.2014 14:06:40;0,000;VAC;;22.5.2014 14:06:41
250;22.5.2014 14:06:41;00:00:01;22.5.2014 14:06:41;0,000;VAC;0,000;VAC;22.5.2014 14:06:41;0,000;VAC;;22.5.2014 14:06:42
251;22.5.2014 14:06:42;00:00:01;22.5.2014 14:06:42;0,000;VAC;0,000;VAC;22.5.2014 14:06:42;0,000;VAC;;22.5.2014 14:06:43
252;22.5.2014 14:06:43;00:00:01;22.5.2014 14:06:43;0,000;VAC;0,000;VAC;22.5.2014 14:06:43;0,000;VAC;;22.5.2014 14:06:44
253;22.5.2014 14:06:44;00:00:01;22.5.2014 14:06:44;0,000;VAC;0,000;VAC;22.5.2014 14:06:44;0,000;VAC;;22.5.2014 14:06:45
254;22.5.2014 14:06:45;00:00:01;22.5.2014 14:06:45;0,000;VAC;0,000;VAC;22.5.2014 14:06:45;0,000;VAC;;22.5.2014 14:06:46
255;22.5.2014 14:06:46;00:00:01;22.5.2014 14:06:46;0,000;VAC;0,000;VAC;22.5.2014 14:06:46;0,000;VAC;;22.5.2014 14:06:47
256;22.5.2014 14:06:47;00:00:01;22.5.2014 14:06:47;0,000;VAC;0,000;VAC;22.5.2014 14:06:47;0,000;VAC;;22.5.2014 14:06:48
257;22.5.2014 14:06:48;00:00:01;22.5.2014 14:06:48;0,000;VAC;0,000;VAC;22.5.2014 14:06:48;0,000;VAC;;22.5.2014 14:06:49
258;22.5.2014 14:06:49;00:00:01;22.5.2014 14:06:49;0,000;VAC;0,000;VAC;22.5.2014 14:06:49;0,000;VAC;;22.5.2014 14:06:50
259;22.5.2014 14:06:50;00:00:01;22.5.2014 14:06:50;0,000;VAC;0,000;VAC;22.5.2014 14:06:50;0,000;VAC;;22.5.2014 14:06:51
260;22.5.2014 14:06:51;00:00:01;22.5.2014 14:06:51;0,000;VAC;0,000;VAC;22.5.2014 14:06:51;0,000;VAC;;22.5.2014 14:06:52
261;22.5.2014 14:06:52;00:00:01;22.5.2014 14:06:52;0,000;VAC;0,000;VAC;22.5.2014 14:06:52;0,000;VAC;;22.5.2014 14:06:53
262;22.5.2014 14:06:53;00:00:01;22.5.2014 14:06:53;0,000;VAC;0,000;VAC;22.5.2014 14:06:53;0,000;VAC;;22.5.2014 14:06:54
263;22.5.2014 14:06:54;00:00:01;22.5.2014 14:06:54;0,000;VAC;0,000;VAC;22.5.2014 14:06:54;0,000;VAC;;22.5.2014 14:06:55
264;22.5.2014 14:06:55;00:00:01;22.5.2014 14:06:55;0,000;VAC;0,000;VAC;22.5.2014 14:06:55;0,000;VAC;;22.5.2014 14:06:56
265;22.5.2014 14:06:56;00:00:01;22.5.2014 14:06:56;0,000;VAC;0,000;VAC;22.5.2014 14:06:56;0,000;VAC;;22.5.2014 14:06:57
266;22.5.2014 14:06:57;00:00:01;22.5.2014 14:06:57;0,000;VAC;0,000;VAC;22.5.2014 14:06:57;0,000;VAC;;22.5.2014 14:06:58
267;22.5.2014 14:06:58;00:00:01;22.5.2014 14:06:58;0,000;VAC;0,000;VAC;22.5.2014 14:06:58;0,000;VAC;;22.5.2014 14:06:59
268;22.5.2014 14:06:59;00:00:01;22.5.2014 14:06:59;0,000;VAC;0,000;VAC;22.5.2014 14:06:59;0,000;VAC;;22.5.2014 14:07:00
269;22.5.2014 14:07:00;00:00:01;22.5.2014 14:07:00;0,000;VAC;0,000;VAC;22.5.2014 14:07:00;0,000;VAC;;22.5.2014 14:07:01
270;22.5.2014 14:07:01;00:00:01;22.5.2014 14:07:01;0,000;VAC;0,000;VAC;22.5.2014 14:07:01;0,000;VAC;;22.5.2014 14:07:02
271;22.5.2014 14:07:02;00:00:01;22.5.2014 14:07:02;0,000;VAC;0,000;VAC;22.5.2014 14:07:02;0,000;VAC;;22.5.2014 14:07:03
272;22.5.2014 14:07:03;00:00:01;22.5.2014 14:07:03;0,000;VAC;0,000;VAC;22.5.2014 14:07:03;0,000;VAC;;22.5.2014 14:07:04
273;22.5.2014 14:07:04;00:00:01;22.5.2014 14:07:04;0,000;VAC;0,000;VAC;22.5.2014 14:07:04;0,000;VAC;;22.5.2014 14:07:05
274;22.5.2014 14:07:05;00:00:01;22.5.2014 14:07:05;0,000;VAC;0,000;VAC;22.5.2014 14:07:05;0,000;VAC;;22.5.2014 14:07:06
275;22.5.2014 14:07:06;00:00:01;22.5.2014 14:07:06;0,000;VAC;0,000;VAC;22.5.2014 14:07:06;0,000;VAC;;22.5.2014 14:07:07
276;22.5.2014 14:07:07;00:00:01;22.5.2014 14:07:07;0,000;VAC;0,000;VAC;22.5.2014 14:07:07;0,000;VAC;;22.5.2014 14:07:08
277;22.5.2014 14:07:08;00:00:01;22.5.2014 14:07:08;0,000;VAC;0,000;VAC;22.5.2014 14:07:08;0,000;VAC;;22.5.2014 14:07:09
278;22.5.2014 14:07:09;00:00:01;22.5.2014 14:07:09;0,000;VAC;0,000;VAC;22.5.2014 14:07:09;0,000;VAC;;22.5.2014 14:07:10
279;22.5.2014 14:07:10;00:00:01;22.5.2014 14:07:10;0,000;VAC;0,000;VAC;22.5.2014 14:07:10;0,000;VAC;;22.5.2014 14:07:11
280;22.5.2014 14:07:11;00:00:01;22.5.2014 14:07:11;0,000;VAC;0,000;VAC;22.5.2014 14:07:11;0,000;VAC;;22.5.2014 14:07:12
281;22.5.2014 14:07:12;00:00:01;22.5.2014 14:07:12;0,000;VAC;0,000;VAC;22.5.2014 14:07:12;0,000;VAC;;22.5.2014 14:07:13
282;22.5.2014 14:07:13;00:00:01;22.5.2014 14:07:13;0,000;VAC;0,000;VAC;22.5.2014 14:07:13;0,000;VAC;;22.5.2014 14:07:14
283;22.5.2014 14:07:14;00:00:01;22.5.2014 14:07:14;0,000;VAC;0,000;VAC;22.5.2014 14:07:14;0,000;VAC;;22.5.2014 14:07:15
284;22.5.2014 14:07:15;00:00:01;22.5.2014 14:07:15;0,000;VAC;0,000;VAC;22.5.2014 14:07:15;0,000;VAC;;22.5.2014 14:07:16
285;22.5.2014 14:07:16;00:00:01;22.5.2014 14:07:16;0,000;VAC;0,000;VAC;22.5.2014 14:07:16;0,000;VAC;;22.5.2014 14:07:17
286;22.5.2014 14:07:17;00:00:01;22.5.2014 14:07:17;0,000;VAC;0,000;VAC;22.5.2014 14:07:17;0,000;VAC;;22.5.2014 14:07:18
287;22.5.2014 14:07:18;00:00:01;22.5.2014 14:07:18;0,000;VAC;0,000;VAC;22.5.2014 14:07:18;0,000;VAC;;22.5.2014 14:07:19
288;22.5.2014 14:07:19;00:00:01;22.5.2014 14:07:19;0,000;VAC;0,000;VAC;22.5.2014 14:07:19;0,000;VAC;;22.5.2014 14:07:20
289;22.5.2014 14:07:20;00:00:01;22.5.2014 14:07:20;0,000;VAC;0,000;VAC;22.5.2014 14:07:20;0,000;VAC;;22.5.2014 14:07:21
290;22.5.2014 14:07:21;00:00:01;22.5.2014 14:07:21;0,000;VAC;0,000;VAC;22.5.2014 14:07:21;0,000;VAC;;22.5.2014 14:07:22
291;22.5.2014 14:07:22;00:00:01;22.5.2014 14:07:22;0,000;VAC;0,000;VAC;22.5.2014 14:07:22;0,000;VAC;;22.5.2014 14:07:23
292;22.5.2014 14:07:23;00:00:01;22.5.2014 14:07:23;0,000;VAC;0,000;VAC;22.5.2014 14:07:23;0,000;VAC;;22.5.2014 14:07:24
293;22.5.2014 14:07:24;00:00:01;22.5.2014 14:07:24;0,000;VAC;0,000;VAC;22.5.2014 14:07:24;0,000;VAC;;22.5.2014 14:07:25
294;22.5.2014 14:07:25;00:00:01;22.5.2014 14:07:25;0,000;VAC;0,000;VAC;22.5.2014 14:07:25;0,000;VAC;;22.5.2014 14:07:26
295;22.5.2014 14:07:26;00:00:01;22.5.2014 14:07:26;0,000;VAC;0,000;VAC;22.5.2014 14:07:26;0,000;VAC;;22.5.2014 14:07:27
296;22.5.2014 14:07:27;00:00:01;22.5.2014 14:07:27;0,000;VAC;0,000;VAC;22.5.2014 14:07:27;0,000;VAC;;22.5.2014 14:07:28
297;22.5.2014 14:07:28;00:00:01;22.5.2014 14:07:28;0,000;VAC;0,000;VAC;22.5.2014 14:07:28;0,000;VAC;;22.5.2014 14:07:29
298;22.5.2014 14:07:29;00:00:01;22.5.2014 14:07:29;0,000;VAC;0,000;VAC;22.5.2014 14:07:29;0,000;VAC;;22.5.2014 14:07:30
299;22.5.2014 14:07:30;00:00:01;22.5.2014 14:07:30;0,000;VAC;0,000;VAC;22.5.2014 14:07:30;0,000;VAC;;22.5.2014 14:07:31
300;22.5.2014 14:07:31;00:00:01;22.5.2014 14:07:31;0,000;VAC;0,000;VAC;22.5.2014 14:07:31;0,000;VAC;;22.5.2014 14:07:32
301;22.5.2014 14:07:32;00:00:01;22.5.2014 14:07:32;0,000;VAC;0,000;VAC;22.5.2014 14:07:32;0,000;VAC;;22.5.2014 14:07:33
302;22.5.2014 14:07:33;00:00:01;22.5.2014 14:07:33;0,000;VAC;0,000;VAC;22.5.2014 14:07:33;0,000;VAC;;22.5.2014 14:07:34
303;22.5.2014 14:07:34;00:00:01;22.5.2014 14:07:34;0,000;VAC;0,000;VAC;22.5.2014 14:07:34;0,000;VAC;;22.5.2014 14:07:35
304;22.5.2014 14:07:35;00:00:01;22.5.2014 14:07:35;0,000;VAC;0,000;VAC;22.5.2014 14:07:35;0,000;VAC;;22.5.2014 14:07:36
305;22.5.2014 14:07:36;00:00:01;22.5.2014 14:07:36;0,000;VAC;0,000;VAC;22.5.2014 14:07:36;0,000;VAC;;22.5.2014 14:07:37
306;22.5.2014 14:07:37;00:00:01;22.5.2014 14:07:37;0,000;VAC;0,000;VAC;22.5.2014 14:07:37;0,000;VAC;;22.5.2014 14:07:38
307;22.5.2014 14:07:38;00:00:01;22.5.2014 14:07:38;0,000;VAC;0,000;VAC;22.5.2014 14:07:38;0,000;VAC;;22.5.2014 14:07:39
308;22.5.2014 14:07:39;00:00:01;22.5.2014 14:07:39;0,000;VAC;0,000;VAC;22.5.2014 14:07:39;0,000;VAC;;22.5.2014 14:07:40
309;22.5.2014 14:07:40;00:00:01;22.5.2014 14:07:40;0,000;VAC;0,000;VAC;22.5.2014 14:07:40;0,000;VAC;;22.5.2014 14:07:41
310;22.5.2014 14:07:41;00:00:01;22.5.2014 14:07:41;0,000;VAC;0,000;VAC;22.5.2014 14:07:41;0,000;VAC;;22.5.2014 14:07:42
311;22.5.2014 14:07:42;00:00:01;22.5.2014 14:07:42;0,000;VAC;0,000;VAC;22.5.2014 14:07:42;0,000;VAC;;22.5.2014 14:07:43
312;22.5.2014 14:07:43;00:00:01;22.5.2014 14:07:43;0,000;VAC;0,000;VAC;22.5.2014 14:07:43;0,000;VAC;;22.5.2014 14:07:44
313;22.5.2014 14:07:44;00:00:01;22.5.2014 14:07:44;0,000;VAC;0,000;VAC;22.5.2014 14:07:44;0,000;VAC;;22.5.2014 14:07:45
314;22.5.2014 14:07:45;00:00:01;22.5.2014 14:07:45;0,000;VAC;0,000;VAC;22.5.2014 14:07:45;0,000;VAC;;22.5.2014 14:07:46
315;22.5.2014 14:07:46;00:00:01;22.5.2014 14:07:46;0,000;VAC;0,000;VAC;22.5.2014 14:07:46;0,000;VAC;;22.5.2014 14:07:47
316;22.5.2014 14:07:47;00:00:01;22.5.2014 14:07:47;0,000;VAC;0,000;VAC;22.5.2014 14:07:47;0,000;VAC;;22.5.2014 14:07:48
317;22.5.2014 14:07:48;00:00:01;22.5.2014 14:07:48;0,000;VAC;0,000;VAC;22.5.2014 14:07:48;0,000;VAC;;22.5.2014 14:07:49
318;22.5.2014 14:07:49;00:00:01;22.5.2014 14:07:49;0,000;VAC;0,000;VAC;22.5.2014 14:07:49;0,000;VAC;;22.5.2014 14:07:50
319;22.5.2014 14:07:50;00:00:01;22.5.2014 14:07:50;0,000;VAC;0,000;VAC;22.5.2014 14:07:50;0,000;VAC;;22.5.2014 14:07:51
320;22.5.2014 14:07:51;00:00:01;22.5.2014 14:07:51;0,000;VAC;0,000;VAC;22.5.2014 14:07:51;0,000;VAC;;22.5.2014 14:07:52
321;22.5.2014 14:07:52;00:00:01;22.5.2014 14:07:52;0,000;VAC;0,000;VAC;22.5.2014 14:07:52;0,000;VAC;;22.5.2014 14:07:53
322;22.5.2014 14:07:53;00:00:01;22.5.2014 14:07:53;0,000;VAC;0,000;VAC;22.5.2014 14:07:53;0,000;VAC;;22.5.2014 14:07:54
323;22.5.2014 14:07:54;00:00:01;22.5.2014 14:07:54;0,000;VAC;0,000;VAC;22.5.2014 14:07:54;0,000;VAC;;22.5.2014 14:07:55
324;22.5.2014 14:07:55;00:00:01;22.5.2014 14:07:55;0,000;VAC;0,000;VAC;22.5.2014 14:07:55;0,000;VAC;;22.5.2014 14:07:56
325;22.5.2014 14:07:56;00:00:01;22.5.2014 14:07:56;0,000;VAC;0,000;VAC;22.5.2014 14:07:56;0,000;VAC;;22.5.2014 14:07:57
